|service_request_id|status|service_name|service_code|description|agency_responsible|requested_datetime|updated_datetime|expected_datetime|address|zipcode|latitude|longitude|requested_date|updated_date|last_table_update
2301|SR21087605|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""mold"""|Cinc Health Dept|2021-10-05|2021-10-20|2022-04-03|"""1510 KNOWLTON ST - GJ1278437601 """|45223.0|39.1616151667632|-84.5372178323715|10/05/2021 12:00:00 AM|10/20/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2302|SR21087834|CLOS|"""Rats in sewer, rem req"""|"""RTSNSWR"""|"""rats coming out of sewers and running around"""|Cinc Health Dept|2021-10-05|2021-10-27|2022-04-05|"""2730 COX LN - GJ2112836341 """|45209.0|39.1481941846695|-84.4411453649672|10/05/2021 12:00:00 AM|10/27/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2303|SR21087931|CLOS|"""Building, residential"""|"""BLD-RES"""|"""Trash outside.in parking lot. dumpster is overfull because dumpster is too small. """|Cinc Building Dept|2021-10-05|2021-11-29|2022-10-05|"""2606 MONTANA AV - GJ0891936793 """|45211.0|39.1552856744665|-84.58216395953559|10/05/2021 12:00:00 AM|11/29/2021 12:00:00 AM|11/29/2021 12:00:00 AM
2304|SR21087905|CLOS|"""Mice, building has mice"""|"""MICE-BLD"""|"""MICE"""|Cinc Health Dept|2021-10-05|2021-11-30|2022-04-03|"""709 ELBERON AV - GJ1038931186 """|45205.0|39.1044459307669|-84.56690154123541|10/05/2021 12:00:00 AM|11/30/2021 12:00:00 AM|11/30/2021 12:00:00 AM
2305|SR21087579|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-05|2021-12-06|2022-10-05|"""4041 W 8TH ST, CINC - GJ0888931412"""|45205.0|39.106850040856706|-84.5841705947565|10/05/2021 12:00:00 AM|12/06/2021 12:00:00 AM|12/06/2021 12:00:00 AM
2306|SR21087860|CLOS|"""Building, residential"""|"""BLD-RES"""|"""LOOSE WIRES IN/ON PRIVATE PROPERTY"""|Cinc Building Dept|2021-10-05|2021-11-19|2022-10-05|"""3324 MCHENRY AV - GJ0981335807 """|45211.0|39.1461908740304|-84.5721319640971|10/05/2021 12:00:00 AM|11/19/2021 12:00:00 AM|11/19/2021 12:00:00 AM
2307|SR21087892|OPEN|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-05|2021-10-12|2022-04-03|"""6031 RED BANK RD, CINC - GJ2384040020"""|45213.0|39.1806247221659|-84.4085587783546|10/05/2021 12:00:00 AM|10/12/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2308|SR21087744|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-05|2021-10-12|2022-10-05|"""200 W GALBRAITH RD, CINC - GJ1732543564"""|45215.0|39.214183541535704|-84.4827871558968|10/05/2021 12:00:00 AM|10/12/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2309|SR21087758|CLOS|"""Roaches - bldg or apartment"""|"""ROACHES"""|"""INFESTED - 6 VICIOUS DOGS AND WASTE IN THE HOME CALLED IN BY NIECE MICOLA PEARSON 953-3236 - POSS RACOONS IN BASEMENT """|Cinc Health Dept|2021-10-05|2021-11-22|2022-04-03|"""1910 WASHBURN ST - GJ1166738146 """|45223.0|39.1667980206366|-84.54996995685221|10/05/2021 12:00:00 AM|11/22/2021 12:00:00 AM|11/22/2021 12:00:00 AM
2310|SR21087823|CLOS|"""Rats, outside a building"""|"""RATSOUT"""|"""Rats around the neighborhood. Coming onto private property."""|Cinc Health Dept|2021-10-05|2021-10-20|2022-04-03|"""2728 COX LN - GJ2111836343 """|45209.0|39.148219687150295|-84.4412624583003|10/05/2021 12:00:00 AM|10/20/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2311|SR21087816|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""MOLD IN BEDROOM
10/5/2021 3:12 PM/JPRESNELL - Building manager updated as: MARA HARPERINK
513-921-9560"""|Cinc Health Dept|2021-10-05|2021-10-21|2022-04-03|"""2572 SARVIS CT - GJ1011334391 """|45214.0|39.1333672311143|-84.5691022681766|10/05/2021 12:00:00 AM|10/21/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2312|SR21087832|CLOS|"""Building, residential"""|"""BLD-RES"""|"""Swear smell coming out of basement."""|Cinc Building Dept|2021-10-05|2021-10-12|2022-10-05|"""3824 CONGREVE AV - GJ2385539488 """|45213.0|39.1758239156013|-84.4085801091753|10/05/2021 12:00:00 AM|10/12/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2313|SR21087793|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-05|2021-11-16|2022-10-05|"""2647 PANCOAST AV, CINC - GJ0845235041"""|45211.0|39.1396232593541|-84.58810801611149|10/05/2021 12:00:00 AM|11/16/2021 12:00:00 AM|11/16/2021 12:00:00 AM
2314|SR21087934|OPEN|"""Animal, waste in the yard"""|"""DOG_WSTE"""|"""PLEASE CALL MR LOUGHERY REF DUCKS, TO CLOSE TO HOUSE, FECES, FLIES AND MOSQ"""|Cinc Health Dept|2021-10-05|2021-10-27|2022-04-03|"""1622 S ARGYLE AV - GJ1226938327 """|45223.0|39.168278586641705|-84.54295000463891|10/05/2021 12:00:00 AM|10/27/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2315|SR21087592|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Reissue of B202102441 to new ownership"""|Cinc Building Dept|2021-10-05|2021-10-08|2022-10-05|"""1400 ERNST ST - GJ1225133320 """|45204.0|39.123204373109495|-84.5447221094865|10/05/2021 12:00:00 AM|10/08/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2316|SR21090059|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""CITIZEN STATES SHE HAVING ISSUES WITH PLUMBING. SAID SHE REACHED OUT TO MANGERS OFFICE AND NOTHING HAS BEEN DONE. STATES ALSO UNABLE TO USE TOILET IN THE HOME. """|Cinc Health Dept|2021-10-12|2021-10-21|2022-04-10|"""2100 HARRISON AV - GJ1014934467 """|45214.0|39.1340452982413|-84.5686567442107|10/12/2021 12:00:00 AM|10/21/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2317|SR21090083|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-10-12|2021-10-13|2022-04-10|"""100 W 6TH ST, CINC - GJ1487831067"""|45202.0|39.1022885792902|-84.5150634307815|10/12/2021 12:00:00 AM|10/13/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2318|SR21089790|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""LVRM, BTHRM"""|Cinc Health Dept|2021-10-12|2021-10-27|2022-04-10|"""400 W 9TH ST - GJ1437031306 """|45203.0|39.104557609370204|-84.5208668381101|10/12/2021 12:00:00 AM|10/27/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2319|SR21089839|CLOS|"""Tree, trim requird private """|"""TTRMPVUF"""|"""City planted tree, that needs trimmed. Branches are hanging low to the side walk."""|Park Department|2021-10-12|2021-11-01|2022-10-12|"""1947 ANDINA AV - GJ1939839211 """|45237.0|39.1744656212913|-84.46022157690929|10/12/2021 12:00:00 AM|11/01/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2320|SR21089849|CLOS|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Parking issues, reissue of B202103914 to correct location. """|Cinc Building Dept|2021-10-12|2021-11-18|2022-04-10|"""2228 RAVINE ST - GJ1390233469 """|45219.0|39.124141697872794|-84.5255935965604|10/12/2021 12:00:00 AM|11/18/2021 12:00:00 AM|11/18/2021 12:00:00 AM
2321|SR21089780|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""LV AND KTCHN DUE TO RAIN LEAKS """|Cinc Health Dept|2021-10-12|2021-11-22|2022-04-10|"""3050 MICKEY AV - GJ1080732780 """|45204.0|39.1186982896634|-84.5615807770153|10/12/2021 12:00:00 AM|11/22/2021 12:00:00 AM|11/22/2021 12:00:00 AM
2322|SR21089995|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Living room window leaking, going under carpet , window frame collapsed."""|Cinc Building Dept|2021-10-12|2021-10-27|2022-10-12|"""1914 KNOX ST - GJ1096434021 """|45214.0|39.1298272242402|-84.55938235112521|10/12/2021 12:00:00 AM|10/27/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2323|SR21090012|NEW|"""Building, residential"""|"""BLD-RES"""|"""construction without a building permit"""|Cinc Building Dept|2021-10-12|2021-10-12|2022-10-12|"""1520 ST LEGER PL - GJ1794535177 """|45207.0|39.138524959764105|-84.47832250837841|10/12/2021 12:00:00 AM|10/12/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2324|SR21089777|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""SEVERAL ROOMS IN THE APT """|Cinc Health Dept|2021-10-12|2021-11-30|2022-04-10|"""1374 LINN ST - GJ1378931879 """|45214.0|39.1098647931946|-84.5273997346106|10/12/2021 12:00:00 AM|11/30/2021 12:00:00 AM|11/30/2021 12:00:00 AM
2325|SR21089690|CLOS|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-12|2021-11-01|2022-04-10|"""515 WATER ST, CINC - GJ1452830115"""|45203.0|39.0937981701571|-84.51940534142359|10/12/2021 12:00:00 AM|11/01/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2326|SR21089983|NEW|"""Building, residential"""|"""BLD-RES"""|"""heat not working/electric cuircut blows"""|Cinc Building Dept|2021-10-12|2021-10-12|2022-10-12|"""321 GLENWOOD AV - GJ1603736578 """|45217.0|39.1516112554841|-84.49992779046909|10/12/2021 12:00:00 AM|10/12/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2327|SR21089224|OPEN|"""Building, commercial CBHCODEC"""|"""BLD-COM"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-11|2021-10-12|2022-04-09|"""21 E GALBRAITH RD, CINC - GJ1817943354"""|45216.0|39.2120769778717|-84.4729667352043|10/11/2021 12:00:00 AM|10/12/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2328|SR21089345|CLOS|"""Food operation, request gen"""|"""GRCRYCNC"""|"""Lee's Chicken- Caller states employee had blood on had and transferred to food."""|Cinc Health Dept|2021-10-11|2021-10-19|2022-04-09|"""5251 GLENWAY AV - GJ0712233384 """|45238.0|39.1250192708747|-84.6039817324299|10/11/2021 12:00:00 AM|10/19/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2329|SR21089442|OPEN|"""Mold, building or apartment"""|"""MOLD"""|"""LVRM """|Cinc Health Dept|2021-10-11|2021-11-12|2022-04-09|"""6918 W LEEDS LN - GJ1740744146 """|45215.0|39.219398779197604|-84.4816598704927|10/11/2021 12:00:00 AM|11/12/2021 12:00:00 AM|11/12/2021 12:00:00 AM
2330|SR21089443|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""BEHIND THE TOILET"""|Cinc Health Dept|2021-10-11|2021-10-29|2022-04-09|"""2859 COLERAIN AV - GJ1292334557 """|45225.0|39.1341823138026|-84.536567588284|10/11/2021 12:00:00 AM|10/29/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2331|SR21089295|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""LEAK FROM 3RD FL UNIT DOWN TO 1ST """|Cinc Health Dept|2021-10-11|2021-10-14|2022-04-09|"""7602 CONSTITUTION DR - GJ1701344129 """|45215.0|39.219345611470104|-84.48621631266941|10/11/2021 12:00:00 AM|10/14/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2332|SR21089496|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""PER EXTERNAL EMAIL, KITCHEN DUE TO FRIDGE FLOODING """|Cinc Health Dept|2021-10-11|2021-11-01|2022-04-09|"""3246 GOBEL AV - GJ0910835727 """|45211.0|39.145637921778004|-84.5803122556324|10/11/2021 12:00:00 AM|11/01/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2333|SR21089304|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""LEAK IN CEILING FROM APT ABOVE , LLEAK UNDER BATH CABINET, ADV CALLER ABOUT MOLD IN SHOWER"""|Cinc Health Dept|2021-10-11|2021-10-22|2022-04-09|"""726 CHALFONTE PL - GJ1699536462 """|45229.0|39.1503237073671|-84.4888830972303|10/11/2021 12:00:00 AM|10/22/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2334|SR21089328|NEW|"""Short term rental, parking"""|"""STERMPRK"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-11|2021-10-11|2022-04-09|"""2219 FLORA ST, CINC - GJ1395733390"""|45219.0|39.12343708397079|-84.5248963526617|10/11/2021 12:00:00 AM|10/11/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2335|SR21089683|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-11|2021-10-12|2022-10-11|"""742 DELHI AV, CINC - GJ1005529774"""|45204.0|39.0918209951115|-84.57119672508449|10/11/2021 12:00:00 AM|10/12/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2336|SR21089314|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""1ST FL, CEILING FELL IN DUE TO LEAKS FROM 2ND FL """|Cinc Health Dept|2021-10-11|2021-10-26|2022-04-09|"""2380 HARRISON AV - GJ0928434967 """|45211.0|39.13875209546789|-84.5785109699199|10/11/2021 12:00:00 AM|10/26/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2337|SR21089253|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-10-11|2021-10-11|2022-04-09|"""241 E CLIFTON AV, CINC - GJ1503332378"""|45202.0|39.1143148575161|-84.5130072501674|10/11/2021 12:00:00 AM|10/11/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2338|SR21088511|CLOS|"""Food operation, insects """|"""RSTRNTIC"""|"""Rally""""s- Caller states gnats are swarming the front counter. """|Cinc Health Dept|2021-10-07|2021-10-22|2022-04-05|"""4119 GLENWAY AV - GJ0904832224 """|45205.0|39.1141161193639|-84.58208032538|10/07/2021 12:00:00 AM|10/22/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2339|SR21088619|OPEN|"""Food operation, request gen"""|"""GRCRYCNC"""|"""Family Dollar- Caller states roaches and rats are inside and outside of store. Also states expired food is being sold and a minor employee is selling alcohol and tobacco."""|Cinc Health Dept|2021-10-07|2021-11-08|2022-04-05|"""2120 FERGUSON RD - GJ0736133247 """|45238.0|39.1237311472204|-84.6012600159981|10/07/2021 12:00:00 AM|11/08/2021 12:00:00 AM|11/08/2021 12:00:00 AM
2340|SR21088689|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-07|2021-10-11|2022-10-07|"""774 WELLS ST, CINC - GJ1014231221"""|45205.0|39.1048263897384|-84.569743198176|10/07/2021 12:00:00 AM|10/11/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2341|SR21088565|OPEN|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""parking on unpaved surface"""|Cinc Building Dept|2021-10-07|2021-10-19|2022-04-05|"""7210 FAIRPARK AV - GJ1766441584 """|45216.0|39.1962705250921|-84.4795074761053|10/07/2021 12:00:00 AM|10/19/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2342|SR21088628|OPEN|"""Sidewalk, repair haz"""|"""SIDWLKH"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-10-07|2021-10-08|2022-04-05|"""3923 EASTERN AV, CINC - GJ2191232066"""|45226.0|39.109514567236|-84.43347560259541|10/07/2021 12:00:00 AM|10/08/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2343|SR21088470|CLOS|"""Mice, building has mice"""|"""MICE-BLD"""|"""MICE IN TOWNHOUSE"""|Cinc Health Dept|2021-10-07|2021-11-02|2022-04-05|"""748 ELIZABETH ST - GJ1383231506 """|45203.0|39.1064879212522|-84.5270204114264|10/07/2021 12:00:00 AM|11/02/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2344|SR21088644|CLOS|"""Sign, grnd mnted new/chang/rem"""|"""NW/MSSNG"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-10-07|2021-10-08|2022-01-05|"""106 MONITOR AV, CINC - FJ9955431812"""|45233.0|39.1126369422935|-84.6919317418833|10/07/2021 12:00:00 AM|10/08/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2345|SR21088528|CLOS|"""Short term rental, overcrowdng"""|"""STERMOVR"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-07|2021-10-20|2022-04-05|"""2608 HEMLOCK ST, CINC - GJ1668033976"""|45206.0|39.1280270305705|-84.49331929849879|10/07/2021 12:00:00 AM|10/20/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2346|SR21088696|NEW|"""Building, request cert of insp"""|"""BLD_RFIC"""|"""Transfer: 10/8/2021 9:15 AM/JPRESNELLI have requested service to this address a couple times and have talked to a inspector I’m requesting service again because the owner of the lot continues to build on the site. The lot is being used as a dump site for concrete debris. It also looks like the site is being prepped for a concrete pad by the looks of wood forms on the site, There is a make shift fence on the site as well. Thank you 

 - Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-07|2021-10-08|2022-04-06|"""4565 1/2 HAMILTON AV, CINC - """|45223.0|39.172233856267205|-84.54385531248441|10/07/2021 12:00:00 AM|10/08/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2347|SR21087935|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Smoke detector hanging. roof leaking into bathroom which is leaking into kitchen. Toilet no handle. Bathroom door is off the hinges."""|Cinc Building Dept|2021-10-05|2021-11-01|2022-10-05|"""3935 YEARLING CT - GJ0947036671 """|45211.0|39.154056173730105|-84.575834735814|10/05/2021 12:00:00 AM|11/01/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2348|SR21087757|CLOS|"""Rats, in a building"""|"""RATS"""|"""DUE TO 6 VICIOUS DOGS AND WASTE IN THE HOME CALLED IN BY NIECE MICOLA PEARSON 953-3236"""|Cinc Health Dept|2021-10-05|2021-11-22|2022-04-03|"""1910 WASHBURN ST - GJ1166738146 """|45223.0|39.1667980206366|-84.54996995685221|10/05/2021 12:00:00 AM|11/22/2021 12:00:00 AM|11/22/2021 12:00:00 AM
2349|SR21087779|CLOS|"""Tree, planting request"""|"""TPLANT"""|"""Requesting new tree to be planted."""|Park Department|2021-10-05|2021-11-01|2022-10-05|"""1619 HARBESON AV - GJ1164042606 """|45224.0|39.2069550301711|-84.5488862841042|10/05/2021 12:00:00 AM|11/01/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2350|SR21087904|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""SINK AND TUB BACKUP"""|Cinc Health Dept|2021-10-05|2021-10-11|2022-04-03|"""709 ELBERON AV - GJ1038931186 """|45205.0|39.1044459307669|-84.56690154123541|10/05/2021 12:00:00 AM|10/11/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2351|SR21087490|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""WATER GETS SHUT OFF DUE TO ONGOING LEAK ON RIGHT SIDE OF BLD, GCWW SHUTS OFF, OWNER TURNS BACK ON """|Cinc Health Dept|2021-10-04|2021-11-01|2022-04-02|"""3411 MCHENRY AV - GJ0993536148 """|45211.0|39.1492280971625|-84.5706096024105|10/04/2021 12:00:00 AM|11/01/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2352|SR21087210|CLOS|"""Sign, grnd mnted new/chang/rem"""|"""NW/MSSNG"""|"""REQUESTING A SPEED LIMIT OR A SOME SORT OF SLOW DOWN SIGN COMING AROUND THE BEND. CARS PARKED ON THE STREET & SPEEDING VEHICLES GOING THROUGH"""|Dept of Trans and Eng|2021-10-04|2021-10-12|2022-01-02|"""ORLAND AV & HARRISON AV - GJ0964234506 """|45211.0|39.1345173058383|-84.57451735258799|10/04/2021 12:00:00 AM|10/12/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2353|SR21087547|OPEN|"""Parking, grass front yd res"""|"""PRKNGYRD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-04|2021-11-08|2022-04-02|"""3219 MCHENRY AV, CINC - GJ0965035658"""|45211.0|39.1448932882684|-84.5740476162764|10/04/2021 12:00:00 AM|11/08/2021 12:00:00 AM|11/08/2021 12:00:00 AM
2354|SR21087365|OPEN|"""Mold, building or apartment"""|"""MOLD"""|"""BATHRM"""|Cinc Health Dept|2021-10-04|2021-10-08|2022-04-02|"""4121 W LIBERTY ST - GJ0904132559 """|45205.0|39.1171347598502|-84.5820603996862|10/04/2021 12:00:00 AM|10/08/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2355|SR21087214|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Bathroom ceiling caving in. Drop ceilings in both bathrooms. Water coming through the walls."""|Cinc Building Dept|2021-10-04|2021-10-08|2022-10-04|"""1273 QUEBEC RD - GJ0963832503 """|45205.0|39.116483736115605|-84.5751770323035|10/04/2021 12:00:00 AM|10/08/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2356|SR21087270|CLOS|"""Sign, grnd mnted new/chang/rem"""|"""NW/MSSNG"""|"""CONCERNED CITIZEN REQUESTING SIGNAGE FOR A DANGEROUS STREET- CARS KEEP RUNNING OFF THE ROAD- THERE ARE NO SPEED LIMIT SIGNS AND NO SIGNS ADV CITIZENS THERE ARE APPROACHING DRIVEWAYS """|Dept of Trans and Eng|2021-10-04|2021-10-19|2022-01-02|"""620 W SEYMOUR AV - GJ1663341461 """|45216.0|39.195417705831204|-84.4914691216745|10/04/2021 12:00:00 AM|10/19/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2357|SR21087360|OPEN|"""Plumbing, defective"""|"""PLMB_DEF"""|""" LEAKING BATHROOM ABOVE BDRM"""|Cinc Health Dept|2021-10-04|2021-11-01|2022-04-02|"""1217 W GALBRAITH RD - GJ1304943636 """|45231.0|39.215881898464296|-84.5322571483958|10/04/2021 12:00:00 AM|11/01/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2358|SR21087364|CLOS|"""Roaches - bldg or apartment"""|"""ROACHES"""|"""ROACHES - ALSO INVEST NO HEAT"""|Cinc Health Dept|2021-10-04|2021-10-08|2022-04-02|"""4121 W LIBERTY ST - GJ0904132559 """|45205.0|39.1171347598502|-84.5820603996862|10/04/2021 12:00:00 AM|10/08/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2359|SR21087197|OPEN|"""Building, residential"""|"""BLD-RES"""|"""House is vacant and someone is filling in the built in pool with house hold furniture
10/6/2021 3:51 PM/JPRESNELL - In ground pool. ~J Presnell."""|Cinc Building Dept|2021-10-04|2021-10-20|2022-10-04|"""255 AVALON ST - GJ1852742714 """|45216.0|39.2062260794305|-84.4691630856739|10/04/2021 12:00:00 AM|10/20/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2360|SR21087278|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Health Dept|2021-10-04|2021-10-14|2022-04-02|"""1663 LIONEL AV, CINC - GJ1167932936"""|45214.0|39.1198943084175|-84.551444413292|10/04/2021 12:00:00 AM|10/14/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2361|SR21087423|CLOS|"""Land/use, non-permttd use res"""|"""USE_R"""|"""Transfer: 10/13/2021 8:49 AM/JBRUNNERtransfer from buildings to zoning enforcement - Transfer: 10/4/2021 3:10 PM/JPRESNELLUnsafe items, The condition of items in the front yard appears to be junky and an eyesore. There is a pool and a trampoline as well.

 - Request entered through the Web. Refer to Intake Questions for further description."""|Cinc Building Dept|2021-10-04|2021-10-28|2022-04-11|"""868 ROCKDALE AV, CINC - GJ1719835783"""|45229.0|39.1441647424901|-84.48674091809009|10/04/2021 12:00:00 AM|10/28/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2362|SR21087440|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Vacate order to tenantfor condemned building. """|Cinc Building Dept|2021-10-04|2021-10-15|2022-10-04|"""3038 BRACKEN WOODS LN - GJ0891035408 """|45211.0|39.14281033310421|-84.582693816464|10/04/2021 12:00:00 AM|10/15/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2363|SR21084449|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Requesting an inspector to come view the apartment, toilets not flushing and leaking, sinks are stopped up, possible mice, pumbing pipes undder sink exposed. stove does not work properly, dish washer is broke. windows does not have any screen, no screen on balcony door, no doors for the bedrooms. """|Cinc Building Dept|2021-09-23|2021-12-01|2022-09-23|"""4304 N WILLIAMSBURG RD - GJ1741243993 """|45215.0|39.2180175177251|-84.48165266997029|09/23/2021 12:00:00 AM|12/01/2021 12:00:00 AM|12/01/2021 12:00:00 AM
2364|SR21084647|CLOS|"""Sidewalk, Obstructions"""|"""ADASDWKO"""|"""Transfer: 09/25/2021 10:08 AM/SSITTASONprivate prop bushes  - Request entered through the Web. Refer to Intake Questions for further description."""|Dept of Trans and Eng|2021-09-23|2021-11-16|2022-03-24|"""2929 VAUGHN ST, CINC - GJ1549534588"""|45219.0|39.1338333229654|-84.50681673690109|09/23/2021 12:00:00 AM|11/16/2021 12:00:00 AM|11/16/2021 12:00:00 AM
2365|SR21084211|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""BATHROOM , BEDRM"""|Cinc Health Dept|2021-09-22|2021-10-20|2022-03-21|"""1672 E SEYMOUR AV - GJ1879941070 """|45237.0|39.1913554040044|-84.4665441098876|09/22/2021 12:00:00 AM|10/20/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2366|SR21084083|OPEN|"""Building, residential"""|"""BLD-RES"""|"""Inspect to update conditions & reissue B201505178"""|Cinc Building Dept|2021-09-22|2021-10-14|2022-09-22|"""407 PURCELL AV - GJ1052630448 """|45205.0|39.0977688086395|-84.56555284569271|09/22/2021 12:00:00 AM|10/14/2021 12:00:00 AM|11/06/2021 12:00:00 AM
2367|SR21084094|CLOS|"""Plumbing, defective"""|"""PLMB_DEF"""|"""LEAK IN BATHRROOM"""|Cinc Health Dept|2021-09-22|2021-11-10|2022-03-21|"""1312 CAROLINA AV - GJ1809639296 """|45237.0|39.175567441650706|-84.4752442236197|09/22/2021 12:00:00 AM|11/10/2021 12:00:00 AM|11/10/2021 12:00:00 AM
2368|SR21084190|CLOS|"""Mold, building or apartment"""|"""MOLD"""|"""BATHROOM """|Cinc Health Dept|2021-09-22|2021-10-19|2022-03-21|"""2823 GLENDORA AV - GJ1520634442 """|45219.0|39.132585329965|-84.51021212853709|09/22/2021 12:00:00 AM|10/19/2021 12:00:00 AM|11/06/2021 12:00:00 AM
